title,company,location,work_type,level,compensation,link,id,scraped_date
Software Engineer (AI Backend Services) - Evergreen Role,Pfizer,,,,,https://builtin.com/job/software-engineer-ai-backend-services-evergreen-role/8890833,8890833,2026-04-22
IT Automation and AI Engineer,Okta,,,,,https://builtin.com/job/application-development-analyst/8874570,8874570,2026-04-22
Cloud Platform & AI Engineer,Ciena,,,,,https://builtin.com/job/cloud-platform-ai-engineer/8961318,8961318,2026-04-22
Lead AI Engineer,Equifax Inc.,,,,,https://builtin.com/job/lead-ai-engineer/8997754,8997754,2026-04-22
AI Engineer - Manager,Brookfield Asset Management Inc.,,,,,https://builtin.com/job/ai-engineer-manager/9101111,9101111,2026-04-22
Senior AI Engineer Specialist,Esko,,,,,https://builtin.com/job/senior-ai-engineer-specialist/9100232,9100232,2026-04-22
"AI Engineer (Gen AI, Python, C#, JavaScript, Angular)",S&P Global,,,,,https://builtin.com/job/ai-developer-gen-ai-python-c-javascript-angular/8242822,8242822,2026-04-22
Applied AI Engineer - DFT Methodology,NVIDIA,,,,,https://builtin.com/job/applied-ai-engineer-dft-methodology/9099612,9099612,2026-04-22
Principal Software Engineer (Java/Go with AI),Uniphore,,,,,https://builtin.com/job/principal-software-engineer-java-go-ai/8344076,8344076,2026-04-22
Senior AI Engineer,Ecolab,,,,,https://builtin.com/job/senior-ai-engineer/9096373,9096373,2026-04-22
Lead AI Engineer- DevOps,Ecolab,,,,,https://builtin.com/job/lead-ai-engineer-devops/9096372,9096372,2026-04-22
Staff AI Engineer,Pattern,,,,,https://builtin.com/job/staff-ai-engineer/9096220,9096220,2026-04-22
Principal AI Engineer,Ecolab,,,,,https://builtin.com/job/principal-ai-engineer/8862227,8862227,2026-04-22
Principal Java Full Stack Engineer with AI and Python,Optum,,,,,https://builtin.com/job/principal-java-full-stack-engineer-ai-and-python/9030956,9030956,2026-04-22
Senior AI ML Engineer,Optum,,,,,https://builtin.com/job/senior-ai-ml-engineer/9030869,9030869,2026-04-22
AI ML Engineer,Optum,,,,,https://builtin.com/job/ai-ml-engineer/9030863,9030863,2026-04-22
"AI or ML Engineer - G25, 26, 27, 28, 29, 30",Optum,,,,,https://builtin.com/job/ai-or-ml-engineer-g25-26-27-28-29-30/9030566,9030566,2026-04-22
Gen AI Engineer - Assistant Vice President,Citi,,,,,https://builtin.com/job/gen-ai-engineer-assistant-vice-president/8583741,8583741,2026-04-22
Senior AI Engineer,ChargePoint,,,,,https://builtin.com/job/ai-engineer/9079891,9079891,2026-04-22
AI Engineer,Version 1,,,,,https://builtin.com/job/ai-engineer/9079631,9079631,2026-04-22
AI Engineer,Automation Anywhere,,,,,https://builtin.com/job/ai-engineer/9079114,9079114,2026-04-22
Sr. AI Engineer,Automation Anywhere,,,,,https://builtin.com/job/sr-ai-engineer/9079110,9079110,2026-04-22
Lead AI Engineer,Saviynt,,,,,https://builtin.com/job/principal-technical-support-engineer/8581827,8581827,2026-04-22
"Staff Backend Engineer, SSCS: AI Governance",GitLab,,,,,https://builtin.com/job/staff-backend-engineer-sscs-ai-governance/9021208,9021208,2026-04-22
"Senior Backend Engineer, SSCS: AI Governance",GitLab,,,,,https://builtin.com/job/senior-backend-engineer-sscs-ai-governance/9021209,9021209,2026-04-22
Lead AI Engineer,Ingram Micro,,,,,https://builtin.com/job/lead-ai-engineer/9066301,9066301,2026-04-22
Senior AI Engineer,Jeeves,,,,,https://builtin.com/job/senior-ai-engineer/9065037,9065037,2026-04-22
Staff AI Engineer Director,dentsu,,,,,https://builtin.com/job/staff-ai-engineer-director/8915431,8915431,2026-04-22
Staff AI Engineer Director,Dentsu Creative,,,,,https://builtin.com/job/staff-ai-engineer-director/8962380,8962380,2026-04-22
Principal AI Engineer - Frontier Data,Turing,,,,,https://builtin.com/job/principal-ai-engineer-frontier-data/9060252,9060252,2026-04-22
Staff Gen AI Engineer,Turing,,,,,https://builtin.com/job/staff-gen-ai-engineer/9060256,9060256,2026-04-22
Python Gen AI developer - Vice President - Software Engineering,Morgan Stanley,,,,,https://builtin.com/job/python-gen-ai-developer-vice-president-software-engineering/9059010,9059010,2026-04-22
"AI Developer | Onsite, Noida | Open to India-based candidates only","Infopro Learning, Inc",,,,,https://builtin.com/job/ai-developer-onsite-noida-open-india-based-candidates-only/9054419,9054419,2026-04-22
Lead AI Engineer,Razorpay,,,,,https://builtin.com/job/lead-ai-engineer/9053124,9053124,2026-04-22
Lead AI Engineer - Vice President,Citi,,,,,https://builtin.com/job/lead-ai-engineer-vice-president/9052395,9052395,2026-04-22
Principal AI Engineer,Backbase,,,,,https://builtin.com/job/principal-ai-engineer/9049780,9049780,2026-04-22
Senior AI Engineer,Yuno,,,,,https://builtin.com/job/senior-ai-engineer/9049723,9049723,2026-04-22
Senior Software Engineer - AI,SmartBear,,,,,https://builtin.com/job/senior-software-engineer-ai/8991690,8991690,2026-04-22
Escalation Engineer - AI Security,Zscaler,,,,,https://builtin.com/job/escalation-engineer-ai-security/8989578,8989578,2026-04-22
"Applied AI Engineer, AI Surfaces",OpenGov,,,,,https://builtin.com/job/applied-ai-engineer-ai-surfaces/9028321,9028321,2026-04-22
Staff AI Engineer,PayPal,,,,,https://builtin.com/job/staff-ai-engineer/9025219,9025219,2026-04-22
AI Engineer (GDC)-65727,Hitachi,,,,,https://builtin.com/job/ai-engineer-gdc-65727/9024828,9024828,2026-04-22
Associate - AI Integration Engineer,BlackRock,,,,,https://builtin.com/job/associate-ai-integration-engineer/8974985,8974985,2026-04-22
"Intermediate Backend Engineer, SSCS: AI Governance",GitLab,,,,,https://builtin.com/job/intermediate-backend-engineer-sscs-ai-governance/8971326,8971326,2026-04-22
Senior Generative AI Engineer - Vice President,Citi,,,,,https://builtin.com/job/senior-generative-ai-engineer-vice-president/9011493,9011493,2026-04-22
Automation and AI Developer,Thomson Reuters,,,,,https://builtin.com/job/automation-and-ai-developer/9006361,9006361,2026-04-22
AI Engineer,"DATAMAXIS, Inc",,,,,https://builtin.com/job/ai-engineer/9000661,9000661,2026-04-22
Senior Gen AI Developer - Vice President,Citi,,,,,https://builtin.com/job/senior-gen-ai-developer-vice-president/8989370,8989370,2026-04-22
ML/AI Engineer- Azure,Lingaro,,,,,https://builtin.com/job/ml-ai-engineer-azure/8999700,8999700,2026-04-22
Senior Principal Data and AI Engineer- R&D IT,NXP Semiconductors,,,,,https://builtin.com/job/it-architect-data-and-ai-r-d-it/8887579,8887579,2026-04-22
Moveworks AI Developer,Johnson Controls,,,,,https://builtin.com/job/moveworks-ai-developer/8987966,8987966,2026-04-22
"ML/AI Engineer - GCP, Azure",Lingaro,,,,,https://builtin.com/job/ml-ai-engineer-gcp-azure/8987781,8987781,2026-04-22
Senior AI Developer,Movado Group,,,,,https://builtin.com/job/senior-ai-developer/8986760,8986760,2026-04-22
"AI Enabled Full stack Engineer, Aladdin Engineering, Vice President",BlackRock,,,,,https://builtin.com/job/vice-president-application-engineer/8559594,8559594,2026-04-22
Senior AI Engineer – Applied AI (Python / LLM / RAG),Accelya,,,,,https://builtin.com/job/senior-engineer-ai/8976178,8976178,2026-04-22
AI Engineer,Ford Motor Company,,,,,https://builtin.com/job/ai-engineer/8976069,8976069,2026-04-22
AI Developer,Orion Innovation,,,,,https://builtin.com/job/developer-low-internal-coi-india-103667/8974874,8974874,2026-04-22
Agentic AI Engineer,Kyndryl,,,,,https://builtin.com/job/agentic-ai-engineer/8973733,8973733,2026-04-22
Senior Artificial Intelligence Engineer,"Ameriprise Financial Services, LLC",,,,,https://builtin.com/job/senior-artificial-intelligence-engineer/8918962,8918962,2026-04-22
Software Engineer - AI Platform,Motive,,,,,https://builtin.com/job/backend-engineer-ai-vision/8923605,8923605,2026-04-22
Sr AI ML Developer,TransUnion,,,,,https://builtin.com/job/sr-ai-ml-developer/8913529,8913529,2026-04-22
"Senior Ai Engineer - Riyadh,KSA",DeepSource,,,,,https://builtin.com/job/senior-ai-engineer-riyadh-ksa/8959601,8959601,2026-04-22
AI Engineer,S&P Global,,,,,https://builtin.com/job/python-software-engineer/8644207,8644207,2026-04-22
AI Developer,CAI (cai.io).,,,,,https://builtin.com/job/ai-developer/7228128,7228128,2026-04-22
Lead AI Engineer,Sutherland,,,,,https://builtin.com/job/lead-ai-engineer/8938228,8938228,2026-04-22
Senior Artificial Intelligence Engineer,RBFCU Wealth Management,,,,,https://builtin.com/job/senior-artificial-intelligence-engineer/8916680,8916680,2026-04-22
Applied AI Engineer - GCP Vertex AI or AWS Bedrock,Appian Corporation,,,,,https://builtin.com/job/applied-ai-engineer-gcp-vertex-ai-or-aws-bedrock/8929452,8929452,2026-04-22
AI Engineer,Ecolab,,,,,https://builtin.com/job/ai-engineer/8671435,8671435,2026-04-22
"AI Engineer – Python, AWS Bedrock, Generative AI, LangChain & Serverless Architect",Synechron,,,,,https://builtin.com/job/ai-engineer-python-aws-bedrock-generative-ai-langchain-serverless-architect/8911845,8911845,2026-04-22
AI Engineer - Full-Stack & Applied UI,Reltio,,,,,https://builtin.com/job/ai-engineer-full-stack-applied-ui/8911050,8911050,2026-04-22
Senior AI Engineer (Voice Agents),Workato,,,,,https://builtin.com/job/senior-ai-engineer-voice-agents/8910961,8910961,2026-04-22
Senior/Lead- AI Developer,Ciena,,,,,https://builtin.com/job/senior-lead-ai-developer/8888362,8888362,2026-04-22
Principal AI Engineer,Alkami,,,,,https://builtin.com/job/principal-ai-engineer/8904199,8904199,2026-04-22
Staff AI Engineer,Alkami,,,,,https://builtin.com/job/staff-ai-engineer/8904198,8904198,2026-04-22
AI Engineer / Senior AI Engineer,Blue Matter,,,,,https://builtin.com/job/ai-engineer-senior-ai-engineer/8903314,8903314,2026-04-22
Application Production Support Engineer - Generative AI Tools,Citi,,,,,https://builtin.com/job/application-production-support-engineer-generative-ai-tools/9124602,9124602,2026-04-22
AI / ML Engineer,Accenture,,,,,https://builtin.com/job/ai-ml-engineer/9124501,9124501,2026-04-22
"AI/ML Data Engineer | Unstructured Data, PySpark, Vector Search, Retrieval-Augmented Generation (RAG), Cloud (AWS/Azure/GCP)",Synechron,,,,,https://builtin.com/job/ai-ml-data-engineer-unstructured-data-pyspark-vector-search-retrieval-augmented-generation-rag-cloud-aws-azure-gcp/9124237,9124237,2026-04-22
AI and Machine Learning Engineer,Hewlett Packard Enterprise,,,,,https://builtin.com/job/ai-and-machine-learning-engineer/9123849,9123849,2026-04-22
Staff Software Engineer - AI I,Thomson Reuters,,,,,https://builtin.com/job/staff-software-engineer-ai-i/9123837,9123837,2026-04-22
Senior Lead Software Engineer - AI,Thomson Reuters,,,,,https://builtin.com/job/senior-lead-software-engineer-ai/9123825,9123825,2026-04-22
Principal Solution Engineer - AI and Data Cloud,Salesforce,,,,,https://builtin.com/job/principal-solution-engineer-ai-and-data-cloud/9123555,9123555,2026-04-22
Senior AI Systems Engineer,Infrrd,,,,,https://builtin.com/job/senior-ai-systems-engineer/9123062,9123062,2026-04-22
"AI Principal Engineer, VP",NatWest Group,,,,,https://builtin.com/job/ai-principal-engineer-vp/9123013,9123013,2026-04-22
Senior Software Engineer - AI/ML,Gartner,,,,,https://builtin.com/job/sr-software-engineer-machine-learning-pytorch-pyspark/8934511,8934511,2026-04-22
Staff AI Fullstack Engineer,Globalization Partners,,,,,https://builtin.com/job/staff-ai-fullstack-engineer/9118663,9118663,2026-04-22
Senior Machine Learning Engineer (Full-Stack Gen AI & Agentic Systems),Expedia Group,,,,,https://builtin.com/job/senior-machine-learning-engineer-full-stack-gen-ai-agentic-systems/9018591,9018591,2026-04-22
Machine Learning Engineer III (Full-Stack Gen AI & Agentic Systems),Expedia Group,,,,,https://builtin.com/job/machine-learning-engineer-iii-full-stack-gen-ai-agentic-systems/9018592,9018592,2026-04-22
"Software Development Engineer III, AI Platform - Finance Products",Expedia Group,,,,,https://builtin.com/job/software-development-engineer-iii-ai-platform-finance-products/9018540,9018540,2026-04-22
"Software Development Engineer II, AI Platform – Finance Products",Expedia Group,,,,,https://builtin.com/job/software-development-engineer-ii-ai-platform-finance-products/9097088,9097088,2026-04-22
Principal Software Development Engineer - Gen AI,Expedia Group,,,,,https://builtin.com/job/principal-software-development-engineer-gen-ai/9118061,9118061,2026-04-22
AI Engineer,Huron,,,,,https://builtin.com/job/ai-engineer/7882717,7882717,2026-04-22
AI GTM Engineer,Firework,,,,,https://builtin.com/job/ai-gtm-engineer/9116799,9116799,2026-04-22
"Lead Application Development Engineer, Generative AI Products - Senior Vice President",Citi,,,,,https://builtin.com/job/lead-application-development-engineer-generative-ai-products-senior-vice-president/9116157,9116157,2026-04-22
Foundational Engineer - AI & Machine Learning,Harman,,,,,https://builtin.com/job/foundational-engineer-ai-machine-learning/9114789,9114789,2026-04-22
Senior Engineer - AI & ML,Deluxe,,,,,https://builtin.com/job/senior-engineer-ai-ml/9113411,9113411,2026-04-22
AI/ML Developer II,TP,,,,,https://builtin.com/job/ai-ml-developer-ii/9112761,9112761,2026-04-22
Principal Engineer – AI Specialist,F5,,,,,https://builtin.com/job/principal-engineer-ai-specialist/9112412,9112412,2026-04-22
"AI Software Engineer, VP",NatWest Group,,,,,https://builtin.com/job/ai-software-engineer-vp/9112365,9112365,2026-04-22
Senior Enterprise Software Engineer -AI Operations,Wolters Kluwer,,,,,https://builtin.com/job/senior-enterprise-software-engineer-ai-operations/9111098,9111098,2026-04-22
"Senior Engineer, AI/Machine Learning",Edwards Lifesciences,,,,,https://builtin.com/job/senior-engineer-ai-machine-learning/9109622,9109622,2026-04-22
AI Lead Engineer,Dentsu Creative,,,,,https://builtin.com/job/ai-lead-engineer/9067743,9067743,2026-04-22
AI Lead Engineer,dentsu,,,,,https://builtin.com/job/ai-lead-engineer/9066928,9066928,2026-04-22
AI/ML Engineer,Chubb,,,,,https://builtin.com/job/ai-ml-engineer/9106072,9106072,2026-04-22
Senior Principal AI/ML Engineer,Chubb,,,,,https://builtin.com/job/senior-principal-ai-ml-engineer/9106109,9106109,2026-04-22
Senior AI/ML Engineer II,Chubb,,,,,https://builtin.com/job/senior-ai-ml-engineer-ii/9106062,9106062,2026-04-22
Senior Developer - AI Threat Intel Platform,Arctic Wolf,,,,,https://builtin.com/job/senior-developer-ai-threat-intel-platform/9104524,9104524,2026-04-22
Offshore - AI Solutions Engineer,Smartbridge,,,,,https://builtin.com/job/offshore-ai-solutions-engineer/9102554,9102554,2026-04-22
"AI/ML Data Engineer | Unstructured Data, PySpark, Python, Vector Search, RAG Architectures, Cloud (GCP/AWS)",Synechron,,,,,https://builtin.com/job/ai-ml-data-engineer-unstructured-data-pyspark-python-vector-search-rag-architectures-cloud-gcp-aws/9097298,9097298,2026-04-22
Principal Engineer - AI/ML - Computer Vision,Inari Medical,,,,,https://builtin.com/job/principal-engineer-ai-ml-computer-vision/9097179,9097179,2026-04-22
Principal Engineer - AI/ML - Computer Vision,Stryker,,,,,https://builtin.com/job/principal-engineer-ai-ml-computer-vision/9096440,9096440,2026-04-22
Senior Java Developer (with Gen AI),S&P Global,,,,,https://builtin.com/job/senior-java-developer-gen-ai/9095550,9095550,2026-04-22
AI/ML Engineer(GenAI),A.P. Moller - Maersk,,,,,https://builtin.com/job/ai-ml-engineer-genai/9094966,9094966,2026-04-22
Senior Software Engineer- AI,Guidewire Software,,,,,https://builtin.com/job/senior-software-engineer-ai/8846854,8846854,2026-04-22
Software Engineer in Test III- Agentic AI,TraceLink,,,,,https://builtin.com/job/software-engineer-test-iii/8835953,8835953,2026-04-22
Senior Software Engineer in Test - Agentic AI,TraceLink,,,,,https://builtin.com/job/software-engineer-test-senior/8835284,8835284,2026-04-22
AI Automation Engineer,StockX,,,,,https://builtin.com/job/ai-automation-engineer/8840679,8840679,2026-04-22
"Principal Engineer, Applied AI",Barclays,,,,,https://builtin.com/job/principal-engineer-applied-ai/9086996,9086996,2026-04-22
"Senior Software Engineer, AI Enablement",Fortive,,,,,https://builtin.com/job/senior-software-engineer-ai-enablement/9084765,9084765,2026-04-22
Senior AI/ML Engineer,Fortive,,,,,https://builtin.com/job/senior-ai-ml-engineer/9084727,9084727,2026-04-22
Machine Learning Engineer (MLOps & AI Infrastructure),Roche,,,,,https://builtin.com/job/machine-learning-engineer-mlops-ai-infrastructure/9083459,9083459,2026-04-22
Senior AI/ ML Platform Engineer Specialist,Esko,,,,,https://builtin.com/job/senior-ai-ml-platform-engineer-specialist/9083422,9083422,2026-04-22
"Senior Staff Engineer, PLM, AI ML Integration",Nagarro,,,,,https://builtin.com/job/senior-staff-engineer-plm-ai-ml-integration/9079814,9079814,2026-04-22
Agentic AI Systems Engineer,Applied Materials,,,,,https://builtin.com/job/agentic-ai-systems-engineer/9079589,9079589,2026-04-22
Senior Software Engineer - AI II,Thomson Reuters,,,,,https://builtin.com/job/senior-software-engineer-ai-ii/8901803,8901803,2026-04-22
Sr. Data Engineer - AI ML,Assent,,,,,https://builtin.com/job/sr-data-engineer-ai-ml/9079393,9079393,2026-04-22
"Python Developer | AI/ML, Backend APIs, Cloud (AWS/Azure), Data Processing, Scalable Solutions",Synechron,,,,,https://builtin.com/job/python-developer-ai-ml-backend-apis-cloud-aws-azure-data-processing-scalable-solutions/9078590,9078590,2026-04-22
Senior PIM & AI Solutions Engineer,Johnson Controls,,,,,https://builtin.com/job/senior-pim-ai-solutions-engineer/9078567,9078567,2026-04-22
Software Engineer - AI,Anaplan,,,,,https://builtin.com/job/software-engineer-ai/9077686,9077686,2026-04-22
Lead Quality Development (SDET) Engineer-Gen AI,Aeris Communications,,,,,https://builtin.com/job/lead-quality-development-engineer/8248746,8248746,2026-04-22
AI Deployment Engineer - Codex | APAC,OpenAI,,,,,https://builtin.com/job/ai-deployment-engineer-codex-apac/9071338,9071338,2026-04-22
Lead Software Engineer (Sr AI Architect),Nielsen,,,,,https://builtin.com/job/lead-software-engineer-sr-ai-architect/9068304,9068304,2026-04-22
"AI/ML Developer | Generative AI, Cloud (AWS, GCP), RAG Architectures, Python & Frameworks",Synechron,,,,,https://builtin.com/job/ai-ml-developer-generative-ai-cloud-aws-gcp-rag-architectures-python-frameworks/9067809,9067809,2026-04-22
Senior Software Engineer - AI,Anaplan,,,,,https://builtin.com/job/senior-software-engineer-ai/9066120,9066120,2026-04-22
Application Production Support Engineer Generative AI,Citi,,,,,https://builtin.com/job/application-production-support-engineer-generative-ai/9065869,9065869,2026-04-22
"Engineer II, AI/Machine Learning",Edwards Lifesciences,,,,,https://builtin.com/job/engineer-ii-ai-machine-learning/9064902,9064902,2026-04-22
Senior AI/ML Engineer - R01563569,Brillio,,,,,https://builtin.com/job/senior-ai-ml-engineer-r01563569/9061296,9061296,2026-04-22
"Sr Software Engineer I, Tech Lead (.NET & AI)",Zinnia (zinnia.com),,,,,https://builtin.com/job/sr-software-engineer-i-tech-lead/8560201,8560201,2026-04-22
"Software Engineer (AI, Data & Agentic Systems)_Director_Software Engineering",Morgan Stanley,,,,,https://builtin.com/job/software-engineer-ai-data-agentic-systems-director-software-engineering/9059367,9059367,2026-04-22
Gen AI Python Developer – Assistant Vice President,Citi,,,,,https://builtin.com/job/gen-ai-python-developer-assistant-vice-president/9057883,9057883,2026-04-22
Senior AI/ML Engineer,TransPerfect,,,,,https://builtin.com/job/senior-ai-ml-engineer/9057021,9057021,2026-04-22
Senior Software Engineer (AI/ML),Ontic,,,,,https://builtin.com/job/senior-software-engineer-ai-ml/9057011,9057011,2026-04-22
Java Developer (with Gen AI),S&P Global,,,,,https://builtin.com/job/java-developer-gen-ai/9055866,9055866,2026-04-22
Software Developer - AzurionEye AI Analyst,Philips,,,,,https://builtin.com/job/software-developer-azurioneye-ai-analyst/8905658,8905658,2026-04-22
Software test engineer - AzurionEye AI Analyst,Philips,,,,,https://builtin.com/job/software-test-engineer-azurioneye-ai-analyst/8905670,8905670,2026-04-22
AI - Senior Systems Support Engineer,Akamai Technologies,,,,,https://builtin.com/job/ai-senior-systems-support-engineer/9051689,9051689,2026-04-22
Lead Java Developer (with Gen AI),S&P Global,,,,,https://builtin.com/job/lead-java-developer-gen-ai/9051542,9051542,2026-04-22
Generative AI/LLM Engineer,Synechron,,,,,https://builtin.com/job/sr-associate-genai-engineering/8646304,8646304,2026-04-22
Applied AI/ML Engineer,Hitachi,,,,,https://builtin.com/job/applied-ai-ml-engineer/9049876,9049876,2026-04-22
Senior Engineer - AI Studio (SEG),Presidio,,,,,https://builtin.com/job/senior-engineer-ai-studio-seg/9049129,9049129,2026-04-22
"Senior Software Engineer, RAG and Agentic AI",NVIDIA,,,,,https://builtin.com/job/senior-software-engineer-rag-and-agentic-ai/9043432,9043432,2026-04-22
Lead Engineer - Gen AI,Target,,,,,https://builtin.com/job/lead-engineer-gen-ai/9041988,9041988,2026-04-22
Senior Staff Software Engineer (AI/ML),Experian,,,,,https://builtin.com/job/senior-staff-software-engineer-ai-ml/9039808,9039808,2026-04-22
Engineer II - AI Specialist,F5,,,,,https://builtin.com/job/engineer-ii-ai-specialist/9039330,9039330,2026-04-22
Engineer III - AI Specialist,F5,,,,,https://builtin.com/job/engineer-iii-ai-specialist/9039297,9039297,2026-04-22
"Senior Software Engineer in AI – FrontEnd React/Redux, Java",Five9,,,,,https://builtin.com/job/senior-software-engineer-ai-frontend-react-redux-java/9037887,9037887,2026-04-22
"Senior Software Engineer in AI - Java Spring, Backend",Five9,,,,,https://builtin.com/job/senior-software-engineer-ai-java-spring-backend/9037886,9037886,2026-04-22
Senior AI Applied Software Engineer,Backbase,,,,,https://builtin.com/job/senior-ai-applied-software-engineer/9037234,9037234,2026-04-22
Principal AI/ML Engineer,Sabre Corporation,,,,,https://builtin.com/job/principle-ai-ml-engineer/9036673,9036673,2026-04-22
AI/ML Engineer,Sabre Corporation,,,,,https://builtin.com/job/ai-ml-engineer/9036657,9036657,2026-04-22
"Senior Engineer, Agentic AI",Circles (circles.co),,,,,https://builtin.com/job/senior-engineer-agentic-ai/9035825,9035825,2026-04-22
Principal Software Engineer – AI Systems for Engineering Workflows,Emerson,,,,,https://builtin.com/job/principal-software-engineer-ai-systems-engineering-workflows/9028398,9028398,2026-04-22
AI Solution Engineer,Diligent,,,,,https://builtin.com/job/ai-solution-engineer/9025019,9025019,2026-04-22
"Full Stack Developer with Emerging Technologies (Blockchain, AI, IoT) and Cloud Expertise",Synechron,,,,,https://builtin.com/job/full-stack-developer-emerging-technologies-blockchain-ai-iot-and-cloud-expertise/9024603,9024603,2026-04-22
AI Automation Engineer,Version 1,,,,,https://builtin.com/job/ai-automation-engineer/9023718,9023718,2026-04-22
Senior AI ML Engineer - Assistant Vice President,Citi,,,,,https://builtin.com/job/senior-ai-ml-engineer-assistant-vice-president/9011937,9011937,2026-04-22
"Senior Engineer – Cloud Native Platforms - Python, K8s, OpenStack, Edge AI",APTIV,,,,,https://builtin.com/job/senior-engineer-cloud-native-platforms-python-k8s-openstack-edge-ai/8986753,8986753,2026-04-22
Senior Software Design Quality Engineer - AI,Philips,,,,,https://builtin.com/job/senior-software-design-quality-engineer-ai/8901276,8901276,2026-04-22
Senior Software Engineer (AI-Native) (Pune),Nerdy,,,,,https://builtin.com/job/senior-software-engineer-ai-native-pune/9016160,9016160,2026-04-22
Data and AI support Engineer,Michelin,,,,,https://builtin.com/job/data-and-ai-support-engineer/9013394,9013394,2026-04-22
AI Platform Engineer (LLM / Agentic Systems),TaskUs,,,,,https://builtin.com/job/ai-platform-engineer-llm-agentic-systems/9012588,9012588,2026-04-22
Backend / Platform Engineer (AI Systems),TaskUs,,,,,https://builtin.com/job/backend-platform-engineer-ai-systems/9012567,9012567,2026-04-22
AI Architect / Lead Engineer (Agentic AI Platform),TaskUs,,,,,https://builtin.com/job/ai-architect-lead-engineer-agentic-ai-platform/9012560,9012560,2026-04-22
Data Engineer (AI Platform),TaskUs,,,,,https://builtin.com/job/data-engineer-ai-platform/9012551,9012551,2026-04-22
Senior AI Copilot Engineer,Bristol Myers Squibb,,,,,https://builtin.com/job/senior-ai-copilot-engineer/8950260,8950260,2026-04-22
AI Platform Engineer,eBay,,,,,https://builtin.com/job/ai-platform-engineer/8998829,8998829,2026-04-22
"Enterprise Cloud Software Engineer (Cloud Operations, AI Engineering, Azure/AWS)",Wolters Kluwer,,,,,https://builtin.com/job/enterprise-cloud-software-engineer-cloud-operations-ai-engineering-azure-aws/8718755,8718755,2026-04-22
Test Automation Engineer – AI Network & Observability Platform,Selector,,,,,https://builtin.com/job/test-automation-engineer-ai-network-observability-platform/9008351,9008351,2026-04-22
Full Stack Engineer (AI & Agentic AI Systems),Citi,,,,,https://builtin.com/job/full-stack-engineer-ai-agentic-ai-systems/9005852,9005852,2026-04-22
AI/ML Engineer - Vice President,Citi,,,,,https://builtin.com/job/ai-ml-engineer-vice-president/8700054,8700054,2026-04-22
"Data Engineer - Python, AI",Citi,,,,,https://builtin.com/job/applications-development-senior-programmer-analyst/8672606,8672606,2026-04-22
Senior Full Stack Developer - AI,Zensar Technologies,,,,,https://builtin.com/job/senior-full-stack-developer-ai/9004603,9004603,2026-04-22
Software Engineer Agentic AI,Barclays,,,,,https://builtin.com/job/software-engineer-agentic-ai/9001488,9001488,2026-04-22
Senior Cloud Data Engineer – AI Infrastructure,Chubb,,,,,https://builtin.com/job/senior-cloud-engineer-data-ai-infrastructure/9000626,9000626,2026-04-22
Senior Software Engineer - AI Platform & Cloud Services,AVEVA,,,,,https://builtin.com/job/senior-software-engineer-ai-platform-cloud-services/8964489,8964489,2026-04-22
Software Engineer - AI/ML,KLA,,,,,https://builtin.com/job/software-engineer-ai-ml/8998777,8998777,2026-04-22
"Senior Engineer, AI & Machine Learning",Edwards Lifesciences,,,,,https://builtin.com/job/senior-engineer-ai-machine-learning/8998119,8998119,2026-04-22
Senior Backend Engineer- AI Agents,Level AI,,,,,https://builtin.com/job/senior-backend-engineer/6183810,6183810,2026-04-22
"Senior Data Engineer – AI & Intelligent Automation, Vice president",State Street,,,,,https://builtin.com/job/senior-data-engineer-ai-intelligent-automation-vice-president/8674999,8674999,2026-04-22
Software Engineer (AI),NICE,,,,,https://builtin.com/job/software-engineer-ai/8993386,8993386,2026-04-22
Software Engineer (AI / Chatbot),NICE,,,,,https://builtin.com/job/software-engineer-ai-chatbot/8993351,8993351,2026-04-22
Python with Agentic AI & GenAI Engineer,Sutherland,,,,,https://builtin.com/job/python-agentic-ai-genai-engineer/8991595,8991595,2026-04-22
Lead AI Full Stack Developer - Fully Remote Opportunity,Zealogics LLC,,,,,https://builtin.com/job/lead-ai-full-stack-developer-fully-remote-opportunity/8987983,8987983,2026-04-22
AI Full Stack Developer (with Data) - Fully Remote Opportunity,Zealogics LLC,,,,,https://builtin.com/job/ai-full-stack-developer-data-fully-remote-opportunity/8987963,8987963,2026-04-22
AI/ML Engineer II,Precision Medicine Group,,,,,https://builtin.com/job/ai-ml-engineer-ii/8986197,8986197,2026-04-22
AI/ML Engineer II,Precision AQ,,,,,https://builtin.com/job/ai-ml-engineer-ii/8985935,8985935,2026-04-22
Sr Programmer Analyst Core Java Developer with Spring SQL with AI driven development tools,Citi,,,,,https://builtin.com/job/sr-programmer-analyst-core-java-developer-spring-sql-ai-driven-development-tools/8960897,8960897,2026-04-22
Salesforce AI & Agentic Engineer - 4+ Years,Zensar Technologies,,,,,https://builtin.com/job/esaas-sfdc-lightning-ui-javascript-development/8747462,8747462,2026-04-22
Python Software Engineer - Generative AI Products and Platform - Vice President,Citi,,,,,https://builtin.com/job/python-software-engineer-generative-ai-products-and-platform-vice-president/8926580,8926580,2026-04-22
Lead Software Engineer - AI Agents,Level AI,,,,,https://builtin.com/job/lead-software-engineer-ai-agents/8981828,8981828,2026-04-22
Staff Cloud and AI Integration Engineer,GE Healthcare,,,,,https://builtin.com/job/staff-cloud-and-ai-integration-engineer/8977817,8977817,2026-04-22
